filename,D_u (mm^2/s),D_v (mm^2/s),F (1/s),k (1/s),delta_t (s),delta_x (mm),iterations,image_saved
001914.png,0.13214,0.06071,0.035,0.05857,1.0,1.0,10000,1
001915.png,0.13214,0.06071,0.035,0.06143,1.0,1.0,10000,1
001916.png,0.13214,0.06071,0.035,0.06429,1.0,1.0,10000,1
001917.png,0.13214,0.06071,0.035,0.06714,1.0,1.0,10000,1
001918.png,0.13214,0.06071,0.035,0.07,1.0,1.0,10000,0
001919.png,0.13214,0.06071,0.04,0.04143,1.0,1.0,10000,1
001920.png,0.13214,0.06071,0.04,0.04429,1.0,1.0,10000,1
001921.png,0.13214,0.06071,0.04,0.04714,1.0,1.0,10000,1
001922.png,0.13214,0.06071,0.04,0.05,1.0,1.0,10000,1
001923.png,0.13214,0.06071,0.04,0.05286,1.0,1.0,10000,1
001924.png,0.13214,0.06071,0.04,0.05571,1.0,1.0,10000,1
001925.png,0.13214,0.06071,0.04,0.05857,1.0,1.0,10000,1
001926.png,0.13214,0.06071,0.04,0.06143,1.0,1.0,10000,1
001927.png,0.13214,0.06071,0.04,0.06429,1.0,1.0,10000,1
001928.png,0.13214,0.06071,0.04,0.06714,1.0,1.0,10000,1
001929.png,0.13214,0.06071,0.04,0.07,1.0,1.0,10000,0
001930.png,0.13214,0.06071,0.045,0.04714,1.0,1.0,10000,1
001931.png,0.13214,0.06071,0.045,0.05,1.0,1.0,10000,1
001932.png,0.13214,0.06071,0.045,0.05286,1.0,1.0,10000,1
001933.png,0.13214,0.06071,0.045,0.05571,1.0,1.0,10000,1
001934.png,0.13214,0.06071,0.045,0.05857,1.0,1.0,10000,1
001935.png,0.13214,0.06071,0.045,0.06143,1.0,1.0,10000,1
001936.png,0.13214,0.06071,0.045,0.06429,1.0,1.0,10000,1
001937.png,0.13214,0.06071,0.045,0.06714,1.0,1.0,10000,1
001938.png,0.13214,0.06071,0.045,0.07,1.0,1.0,10000,0
001939.png,0.13214,0.06071,0.05,0.05,1.0,1.0,10000,1
001940.png,0.13214,0.06071,0.05,0.05286,1.0,1.0,10000,1
001941.png,0.13214,0.06071,0.05,0.05571,1.0,1.0,10000,1
001942.png,0.13214,0.06071,0.05,0.05857,1.0,1.0,10000,1
001943.png,0.13214,0.06071,0.05,0.06143,1.0,1.0,10000,1
001944.png,0.13214,0.06071,0.05,0.06429,1.0,1.0,10000,1
001945.png,0.13214,0.06071,0.05,0.06714,1.0,1.0,10000,1
001946.png,0.13214,0.06071,0.05,0.07,1.0,1.0,10000,0
001947.png,0.13214,0.06071,0.055,0.05571,1.0,1.0,10000,1
001948.png,0.13214,0.06071,0.055,0.05857,1.0,1.0,10000,1
001949.png,0.13214,0.06071,0.055,0.06143,1.0,1.0,10000,1
001950.png,0.13214,0.06071,0.055,0.06429,1.0,1.0,10000,1
001951.png,0.13214,0.06071,0.055,0.06714,1.0,1.0,10000,1
001952.png,0.13214,0.06071,0.055,0.07,1.0,1.0,10000,0
001953.png,0.13214,0.06071,0.06,0.06143,1.0,1.0,10000,1
001954.png,0.13214,0.06071,0.06,0.06429,1.0,1.0,10000,1
001955.png,0.13214,0.06071,0.06,0.06714,1.0,1.0,10000,1
001956.png,0.13214,0.06071,0.06,0.07,1.0,1.0,10000,0
001957.png,0.13214,0.06071,0.065,0.06714,1.0,1.0,10000,1
001958.png,0.13214,0.06071,0.065,0.07,1.0,1.0,10000,0
001959.png,0.13214,0.06071,0.07,0.07,1.0,1.0,10000,0
001960.png,0.13214,0.07143,0.02,0.03,1.0,1.0,10000,1
001961.png,0.13214,0.07143,0.02,0.03286,1.0,1.0,10000,1
001962.png,0.13214,0.07143,0.02,0.03571,1.0,1.0,10000,1
001963.png,0.13214,0.07143,0.02,0.03857,1.0,1.0,10000,1
001964.png,0.13214,0.07143,0.02,0.04143,1.0,1.0,10000,1
001965.png,0.13214,0.07143,0.02,0.04429,1.0,1.0,10000,1
001966.png,0.13214,0.07143,0.02,0.04714,1.0,1.0,10000,1
001967.png,0.13214,0.07143,0.02,0.05,1.0,1.0,10000,1
001968.png,0.13214,0.07143,0.02,0.05286,1.0,1.0,10000,1
001969.png,0.13214,0.07143,0.02,0.05571,1.0,1.0,10000,1
001970.png,0.13214,0.07143,0.02,0.05857,1.0,1.0,10000,0
001971.png,0.13214,0.07143,0.02,0.06143,1.0,1.0,10000,0
001972.png,0.13214,0.07143,0.02,0.06429,1.0,1.0,10000,0
001973.png,0.13214,0.07143,0.02,0.06714,1.0,1.0,10000,0
001974.png,0.13214,0.07143,0.02,0.07,1.0,1.0,10000,0
001975.png,0.13214,0.07143,0.025,0.03,1.0,1.0,10000,1
001976.png,0.13214,0.07143,0.025,0.03286,1.0,1.0,10000,1
001977.png,0.13214,0.07143,0.025,0.03571,1.0,1.0,10000,1
001978.png,0.13214,0.07143,0.025,0.03857,1.0,1.0,10000,1
001979.png,0.13214,0.07143,0.025,0.04143,1.0,1.0,10000,1
001980.png,0.13214,0.07143,0.025,0.04429,1.0,1.0,10000,1
001981.png,0.13214,0.07143,0.025,0.04714,1.0,1.0,10000,1
001982.png,0.13214,0.07143,0.025,0.05,1.0,1.0,10000,1
001983.png,0.13214,0.07143,0.025,0.05286,1.0,1.0,10000,1
001984.png,0.13214,0.07143,0.025,0.05571,1.0,1.0,10000,1
001985.png,0.13214,0.07143,0.025,0.05857,1.0,1.0,10000,1
001986.png,0.13214,0.07143,0.025,0.06143,1.0,1.0,10000,1
001987.png,0.13214,0.07143,0.025,0.06429,1.0,1.0,10000,0
001988.png,0.13214,0.07143,0.025,0.06714,1.0,1.0,10000,0
001989.png,0.13214,0.07143,0.025,0.07,1.0,1.0,10000,0
001990.png,0.13214,0.07143,0.03,0.03286,1.0,1.0,10000,1
001991.png,0.13214,0.07143,0.03,0.03571,1.0,1.0,10000,1
001992.png,0.13214,0.07143,0.03,0.03857,1.0,1.0,10000,1
001993.png,0.13214,0.07143,0.03,0.04143,1.0,1.0,10000,1
001994.png,0.13214,0.07143,0.03,0.04429,1.0,1.0,10000,1
001995.png,0.13214,0.07143,0.03,0.04714,1.0,1.0,10000,1
001996.png,0.13214,0.07143,0.03,0.05,1.0,1.0,10000,1
001997.png,0.13214,0.07143,0.03,0.05286,1.0,1.0,10000,1
001998.png,0.13214,0.07143,0.03,0.05571,1.0,1.0,10000,1
001999.png,0.13214,0.07143,0.03,0.05857,1.0,1.0,10000,1
002000.png,0.13214,0.07143,0.03,0.06143,1.0,1.0,10000,1
002001.png,0.13214,0.07143,0.03,0.06429,1.0,1.0,10000,0
002002.png,0.13214,0.07143,0.03,0.06714,1.0,1.0,10000,0
002003.png,0.13214,0.07143,0.03,0.07,1.0,1.0,10000,0
